model,metric,group_1,group_2,n,mean_difference,cohen_dz,p_raw,p_wilcoxon,p_holm
efficientnet_b0,accuracy,A,B,5,0.0051948051948051965,0.7568892626614591,0.1658147501222995,0.06788915486182899,1.0
efficientnet_b0,accuracy,A,C,5,0.0007992007992007943,0.11072730647165312,0.8166387028620171,1.0,1.0
efficientnet_b0,accuracy,A,D,5,0.0023976023976023607,0.43600345170765215,0.38479802341020114,0.3125,1.0
efficientnet_b0,accuracy,A,E,5,-0.0011988011988012027,-0.11727566525878841,0.8060905118189552,1.0,1.0
efficientnet_b0,accuracy,A,F,5,-0.001598401598401611,-0.25203883272423194,0.6031380045474499,0.625,1.0
efficientnet_b0,accuracy,A,G,5,0.004195804195804209,0.578554109556758,0.26542074909865004,0.4375,1.0
efficientnet_b0,accuracy,A,H,5,-0.006993006993007001,-0.8926073982886791,0.11665740010008827,0.3125,1.0
efficientnet_b0,accuracy,A,I,5,2.2204460492503132e-17,2.274430220191576e-15,0.9999999999999962,0.8125,1.0
efficientnet_b0,accuracy,A,baseline,5,0.0051948051948051965,0.8891812384738057,0.11768321512948612,0.125,1.0
efficientnet_b0,accuracy,B,C,5,-0.0043956043956044025,-1.308921058079206,0.04294919485994684,0.125,1.0
efficientnet_b0,accuracy,B,D,5,-0.002797202797202836,-0.6229918232859886,0.2360313657786179,0.3125,1.0
efficientnet_b0,accuracy,B,E,5,-0.006393606393606399,-0.8381962173616134,0.13416791443848805,0.1875,1.0
efficientnet_b0,accuracy,B,F,5,-0.006793206793206807,-1.1301982420347076,0.06485759407412421,0.125,1.0
efficientnet_b0,accuracy,B,G,5,-0.0009990009990009873,-0.15911145683514416,0.7399726909920548,0.7127018566581784,1.0
efficientnet_b0,accuracy,B,H,5,-0.012187812187812197,-2.4065410216150305,0.005764054323622333,0.0625,0.25938244456300497
efficientnet_b0,accuracy,B,I,5,-0.005194805194805174,-0.5301708036860163,0.3014343266377919,0.4375,1.0
efficientnet_b0,accuracy,B,baseline,5,0.0,0.0,1.0,1.0,1.0
efficientnet_b0,accuracy,C,D,5,0.0015984015984015665,0.5393598899705853,0.2942563680244329,0.4375,1.0
efficientnet_b0,accuracy,C,E,5,-0.001998001998001997,-0.2948839123097961,0.5456804162715558,0.625,1.0
efficientnet_b0,accuracy,C,F,5,-0.0023976023976024054,-0.577016444201211,0.26649909433529007,0.3125,1.0
