model,metric,group_1,group_2,n,mean_difference,cohen_dz,p_raw,p_wilcoxon,p_holm
efficientnet_b0,balanced_accuracy,T2I-Adapter,flow,5,-0.06878121878121883,-4.881875982675628,0.0003998985875822187,0.0625,0.01599594350328875
efficientnet_b0,balanced_accuracy,baseline,flow,5,-0.14910089910089902,-5.449234010364307,0.00026038503145882195,0.0625,0.010936171321270522
efficientnet_b0,macro_auc_ovr,ArSDM,Controlnet,5,-0.006337872161134972,-1.8646947568421075,0.014035906546794092,0.0625,0.2592987075724322
efficientnet_b0,macro_auc_ovr,ArSDM,DFMGAN,5,-0.000962463749422926,-0.2293356775599949,0.6351047703132449,0.625,1.0
efficientnet_b0,macro_auc_ovr,ArSDM,Derm-T2IM,5,-0.007269029344463607,-1.880270462540582,0.013647300398549061,0.0625,0.2592987075724322
efficientnet_b0,macro_auc_ovr,ArSDM,DreamBooth,5,-0.0033020364232758,-0.5084964658364288,0.319017001007686,0.4375,1.0
efficientnet_b0,macro_auc_ovr,ArSDM,LesionGen,5,0.01275704269346951,5.493823617620987,0.00025221237829009915,0.0625,0.009836282753313866
efficientnet_b0,macro_auc_ovr,ArSDM,Siamese,5,-0.0027125987492580216,-1.2296774451148056,0.05139331611205598,0.0625,0.7708997416808396
efficientnet_b0,macro_auc_ovr,ArSDM,T2I-Adapter,5,-0.0036552322750992962,-1.3635786969173325,0.03806340528916834,0.0625,0.6090144846266934
efficientnet_b0,macro_auc_ovr,ArSDM,baseline,5,0.010106812841456935,1.8705724578985963,0.013887712346671823,0.0625,0.2592987075724322
efficientnet_b0,macro_auc_ovr,ArSDM,flow,5,-0.015524538815875077,-3.3963668394933633,0.001612687438009631,0.0625,0.04999331057829856
efficientnet_b0,macro_auc_ovr,Controlnet,DFMGAN,5,0.005375408411712046,2.876684819191402,0.003004124328704989,0.0625,0.08711960553244467
efficientnet_b0,macro_auc_ovr,Controlnet,Derm-T2IM,5,-0.0009311571833286348,-0.2503655177141588,0.605459099027993,0.625,1.0
efficientnet_b0,macro_auc_ovr,Controlnet,DreamBooth,5,0.0030358357378591715,0.832170192855001,0.1362758995669456,0.1875,1.0
efficientnet_b0,macro_auc_ovr,Controlnet,LesionGen,5,0.019094914854604482,6.089519620607378,0.0001684312795430764,0.0625,0.006905682461266133
efficientnet_b0,macro_auc_ovr,Controlnet,Siamese,5,0.00362527341187695,1.1449531459850344,0.06262527366838684,0.125,0.8767538313574158
efficientnet_b0,macro_auc_ovr,Controlnet,T2I-Adapter,5,0.002682639886035676,2.7919431950793356,0.003355240522730224,0.0625,0.09059149411371605
efficientnet_b0,macro_auc_ovr,Controlnet,baseline,5,0.016444685002591906,3.5977878426099643,0.0012960065095953624,0.0625,0.04665623434543305
efficientnet_b0,macro_auc_ovr,Controlnet,flow,5,-0.009186666654740105,-2.648096241271453,0.004074770925665921,0.0625,0.10186927314164802
efficientnet_b0,macro_auc_ovr,DFMGAN,Derm-T2IM,5,-0.006306565595040681,-2.058091705475939,0.010015541364220252,0.0625,0.2303574513770658
efficientnet_b0,macro_auc_ovr,DFMGAN,DreamBooth,5,-0.0023395726738528744,-0.5145536974678977,0.3140099019479548,0.4375,1.0
efficientnet_b0,macro_auc_ovr,DFMGAN,LesionGen,5,0.013719506442892437,3.523835511432662,0.0014024829036356353,0.0625,0.0476844187236116
efficientnet_b0,macro_auc_ovr,DFMGAN,Siamese,5,-0.0017501349998350958,-0.583786561311858,0.26178282902518113,0.8125,1.0
efficientnet_b0,macro_auc_ovr,DFMGAN,T2I-Adapter,5,-0.00269276852567637,-1.10821105215492,0.06835494968624738,0.125,0.8886143459212159
efficientnet_b0,macro_auc_ovr,DFMGAN,baseline,5,0.011069276590879862,3.456549633227486,0.0015089127295143602,0.0625,0.04969494927062821
efficientnet_b0,macro_auc_ovr,DFMGAN,flow,5,-0.014562075066452152,-4.6476190138882725,0.0004841119935140518,0.0625,0.017912143760019917
efficientnet_b0,macro_auc_ovr,Derm-T2IM,DreamBooth,5,0.0039669929211878065,0.6766713127997152,0.20480983674666348,0.1875,1.0
efficientnet_b0,macro_auc_ovr,Derm-T2IM,LesionGen,5,0.020026072037933117,6.078048613353406,0.00016968380967782504,0.0625,0.006905682461266133
efficientnet_b0,macro_auc_ovr,Derm-T2IM,Siamese,5,0.004556430595205585,2.0424046417617405,0.010284475567019656,0.0625,0.2303574513770658
efficientnet_b0,macro_auc_ovr,Derm-T2IM,T2I-Adapter,5,0.0036137970693643105,0.940168289567171,0.10338685991607217,0.125,1.0
efficientnet_b0,macro_auc_ovr,Derm-T2IM,baseline,5,0.017375842185920542,8.557044463039798,4.395912443728183e-05,0.0625,0.0019342014752404006
efficientnet_b0,macro_auc_ovr,Derm-T2IM,flow,5,-0.00825550947141147,-2.251502844846203,0.007310227541700578,0.0625,0.17544546100081387
efficientnet_b0,macro_auc_ovr,DreamBooth,LesionGen,5,0.016059079116745312,2.7627659044686546,0.0034876956844164027,0.0625,0.09068008779482647
efficientnet_b0,macro_auc_ovr,DreamBooth,Siamese,5,0.0005894376740177787,0.09592802406886794,0.8406475108635714,0.8125,1.0
efficientnet_b0,macro_auc_ovr,DreamBooth,T2I-Adapter,5,-0.0003531958518234957,-0.08059031540163891,0.8657525784672169,1.0,1.0
efficientnet_b0,macro_auc_ovr,DreamBooth,baseline,5,0.013408849264732736,2.037116644752289,0.010377099721479691,0.0625,0.2303574513770658
efficientnet_b0,macro_auc_ovr,DreamBooth,flow,5,-0.012222502392599277,-2.0411082011382753,0.010307090845205886,0.0625,0.2303574513770658
efficientnet_b0,macro_auc_ovr,LesionGen,Siamese,5,-0.015469641442727533,-5.014452792588168,0.00036027319283514264,0.0625,0.01369038132773542
efficientnet_b0,macro_auc_ovr,LesionGen,T2I-Adapter,5,-0.016412274968568806,-6.558800313236323,0.00012576830672596153,0.0625,0.005282268882490384
efficientnet_b0,macro_auc_ovr,LesionGen,baseline,5,-0.0026502298520125755,-0.5837180279244307,0.2618301639077737,0.3125,1.0
efficientnet_b0,macro_auc_ovr,LesionGen,flow,5,-0.028281581509344587,-9.669846653312003,2.7062342458223325e-05,0.0625,0.0012178054106200497
efficientnet_b0,macro_auc_ovr,Siamese,T2I-Adapter,5,-0.0009426335258412744,-0.31496019271795794,0.5201038540498084,0.8125,1.0
efficientnet_b0,macro_auc_ovr,Siamese,baseline,5,0.012819411590714957,3.4583681463119738,0.0015059075536554003,0.0625,0.04969494927062821
efficientnet_b0,macro_auc_ovr,Siamese,flow,5,-0.012811940066617056,-3.0023730719588593,0.002562697164058403,0.0625,0.0768809149217521
efficientnet_b0,macro_auc_ovr,T2I-Adapter,baseline,5,0.013762045116556232,2.8503780564118752,0.0031080666538487057,0.0625,0.08711960553244467
efficientnet_b0,macro_auc_ovr,T2I-Adapter,flow,5,-0.011869306540775781,-3.5938536946541673,0.0013014134542213033,0.0625,0.04665623434543305
efficientnet_b0,macro_auc_ovr,baseline,flow,5,-0.025631351657332012,-7.513654036634357,7.355606102485341e-05,0.0625,0.0031629106240686966
efficientnet_b0,macro_f1,ArSDM,Controlnet,5,0.029527587315061422,1.1791850128205619,0.057777204473496345,0.125,1.0
efficientnet_b0,macro_f1,ArSDM,DFMGAN,5,0.04287664556214543,1.0651617497925467,0.075842787993888,0.1875,1.0
efficientnet_b0,macro_f1,ArSDM,Derm-T2IM,5,0.008686152044981221,0.26275621433798674,0.588406677661669,1.0,1.0
efficientnet_b0,macro_f1,ArSDM,DreamBooth,5,0.05518644647730679,1.5783758150561282,0.0242446371646703,0.0625,0.5818712919520872
efficientnet_b0,macro_f1,ArSDM,LesionGen,5,0.07940358587642042,1.8552477250144188,0.014278110215428982,0.0625,0.3855089758165825
efficientnet_b0,macro_f1,ArSDM,Siamese,5,0.029148130675825935,0.8603072478144976,0.12672982324477916,0.125,1.0
efficientnet_b0,macro_f1,ArSDM,T2I-Adapter,5,0.05105941840668906,2.764461222138002,0.0034798255833423147,0.0625,0.11831406983363871
efficientnet_b0,macro_f1,ArSDM,baseline,5,0.13319462934322984,3.14776769170203,0.0021473745281769194,0.0625,0.07945285754254602
efficientnet_b0,macro_f1,ArSDM,flow,5,-0.028778776923611304,-0.9452471402299802,0.10207114887738307,0.0625,1.0
efficientnet_b0,macro_f1,Controlnet,DFMGAN,5,0.013349058247084012,0.40734144075818424,0.4139028513560016,0.4375,1.0
efficientnet_b0,macro_f1,Controlnet,Derm-T2IM,5,-0.0208414352700802,-1.2143215633285722,0.0532444382113769,0.125,1.0
efficientnet_b0,macro_f1,Controlnet,DreamBooth,5,0.025658859162245373,0.8965388467122551,0.11549233847034959,0.1875,1.0
efficientnet_b0,macro_f1,Controlnet,LesionGen,5,0.049875998561359006,1.05786215660181,0.07720260897954677,0.0625,1.0
efficientnet_b0,macro_f1,Controlnet,Siamese,5,-0.000379456639235487,-0.01789217189287575,0.9700039174200523,1.0,1.0
efficientnet_b0,macro_f1,Controlnet,T2I-Adapter,5,0.02153183109162764,1.3558854009346313,0.03871015971328789,0.0625,0.8516235136923336
efficientnet_b0,macro_f1,Controlnet,baseline,5,0.10366704202816843,3.763462987439067,0.0010915519969168798,0.0625,0.04147897588284143
efficientnet_b0,macro_f1,Controlnet,flow,5,-0.05830636423867273,-4.760441345380463,0.0004410548976727032,0.0625,0.017201141009235425
efficientnet_b0,macro_f1,DFMGAN,Derm-T2IM,5,-0.03419049351716421,-1.282830896494192,0.045537530680351115,0.0625,0.9562881442873734
efficientnet_b0,macro_f1,DFMGAN,DreamBooth,5,0.012309800915161363,0.7381194798819559,0.1741884123441814,0.1875,1.0
efficientnet_b0,macro_f1,DFMGAN,LesionGen,5,0.03652694031427499,0.9377639122062201,0.10401626598537204,0.1875,1.0
efficientnet_b0,macro_f1,DFMGAN,Siamese,5,-0.013728514886319498,-0.5603972029826851,0.2784264021123495,0.4375,1.0
efficientnet_b0,macro_f1,DFMGAN,T2I-Adapter,5,0.008182772844543629,0.28701466321082875,0.5559433589663795,0.8125,1.0
efficientnet_b0,macro_f1,DFMGAN,baseline,5,0.09031798378108442,5.707801808028682,0.00021715384991833505,0.0625,0.008903307846651737
efficientnet_b0,macro_f1,DFMGAN,flow,5,-0.07165542248575674,-2.587490308079939,0.004434071856205921,0.0625,0.13745622754238354
efficientnet_b0,macro_f1,Derm-T2IM,DreamBooth,5,0.046500294432325576,2.5619544528012246,0.004597042304678863,0.0625,0.1379112691403659
efficientnet_b0,macro_f1,Derm-T2IM,LesionGen,5,0.0707174338314392,1.4750201435791854,0.029982691769576356,0.0625,0.6896019107002562
efficientnet_b0,macro_f1,Derm-T2IM,Siamese,5,0.020461978630844712,2.813694982116143,0.0032605022932604482,0.0625,0.11411758026411568
efficientnet_b0,macro_f1,Derm-T2IM,T2I-Adapter,5,0.04237326636170784,1.6076262596399795,0.022864566839644045,0.125,0.5716141709911011
efficientnet_b0,macro_f1,Derm-T2IM,baseline,5,0.12450847729824863,7.989584596230955,5.768953917237289e-05,0.0625,0.00259602926275678
