model,metric,group_1,group_2,n,mean_difference,cohen_dz,p_raw,p_wilcoxon,p_holm
efficientnet_b0,accuracy,ArSDM,Controlnet,5,0.006193806193806184,0.5372044197403716,0.2959255308863631,0.3125,1.0
efficientnet_b0,accuracy,ArSDM,DFMGAN,5,0.007792207792207772,0.5215087633537949,0.30835030839807487,0.4375,1.0
efficientnet_b0,accuracy,ArSDM,Derm-T2IM,5,0.006993006993006978,0.4605661864718379,0.3612730564471237,0.4375,1.0
efficientnet_b0,accuracy,ArSDM,DreamBooth,5,0.004595404595404595,0.4627850910366811,0.3592113268822094,0.4375,1.0
efficientnet_b0,accuracy,ArSDM,LesionGen,5,-0.0031968031968031994,-0.318885845908773,0.5152055511936665,0.4652088184521418,1.0
efficientnet_b0,accuracy,ArSDM,Siamese,5,0.004595404595404617,0.5827923043280128,0.2624703597067703,0.3125,1.0
efficientnet_b0,accuracy,ArSDM,T2I-Adapter,5,0.010989010989010973,1.0417301923828324,0.08030666053011276,0.125,1.0
efficientnet_b0,accuracy,ArSDM,baseline,5,0.008591408591408589,0.7247648521479874,0.18041450327857173,0.3125,1.0
efficientnet_b0,accuracy,ArSDM,flow,5,-0.001598401598401611,-0.13910414158861467,0.7713009962845563,1.0,1.0
efficientnet_b0,accuracy,Controlnet,DFMGAN,5,0.0015984015984015886,0.31809710899501603,0.5161869943521912,0.7150006546880893,1.0
efficientnet_b0,accuracy,Controlnet,Derm-T2IM,5,0.0007992007992007943,0.19289712886816357,0.6884570897760061,1.0,1.0
efficientnet_b0,accuracy,Controlnet,DreamBooth,5,-0.0015984015984015886,-0.41590019592802596,0.4050233143090638,0.625,1.0
efficientnet_b0,accuracy,Controlnet,LesionGen,5,-0.009390609390609383,-2.0863147796068384,0.009552849427848797,0.0625,0.40121967596964947
efficientnet_b0,accuracy,Controlnet,Siamese,5,-0.0015984015984015665,-0.2403909532069471,0.6194114700881722,0.8125,1.0
efficientnet_b0,accuracy,Controlnet,T2I-Adapter,5,0.004795204795204788,1.1745810821577614,0.05840345446600635,0.0625,1.0
efficientnet_b0,accuracy,Controlnet,baseline,5,0.0023976023976024054,0.4396459832683889,0.38122747751348024,0.625,1.0
efficientnet_b0,accuracy,Controlnet,flow,5,-0.007792207792207795,-3.2670604846752824,0.001867193322785483,0.0625,0.08215650620256125
efficientnet_b0,accuracy,DFMGAN,Derm-T2IM,5,-0.0007992007992007943,-0.2882999880625773,0.5542579947169421,0.4142161782425252,1.0
