model,metric,group,n,mean,std,ci95_low,ci95_high
efficientnet_b0,accuracy,ArSDM,5,0.8623376623376624,0.010791985435209893,0.8489376425536229,0.8757376821217019
efficientnet_b0,accuracy,Controlnet,5,0.8561438561438562,0.002546962794002391,0.852981384137779,0.8593063281499335
efficientnet_b0,accuracy,DFMGAN,5,0.8545454545454545,0.004664382629342163,0.8487538585607534,0.8603370505301556
efficientnet_b0,accuracy,Derm-T2IM,5,0.8553446553446553,0.00448995105978906,0.8497696447600184,0.8609196659292923
efficientnet_b0,accuracy,DreamBooth,5,0.8577422577422578,0.0018147754370214611,0.8554889164172838,0.8599955990672318
efficientnet_b0,accuracy,LesionGen,5,0.8655344655344657,0.0042735763508905626,0.8602281196359899,0.8708408114329415
efficientnet_b0,accuracy,Siamese,5,0.8577422577422578,0.007155246585202803,0.848857845659141,0.8666266698253745
efficientnet_b0,accuracy,T2I-Adapter,5,0.8513486513486515,0.003958364187044753,0.8464336930458188,0.8562636096514841
efficientnet_b0,accuracy,baseline,5,0.8537462537462537,0.0031273678006989965,0.849863113738984,0.8576293937535233
efficientnet_b0,accuracy,flow,5,0.8639360639360639,0.003417109166131261,0.8596931625065466,0.8681789653655813
efficientnet_b0,balanced_accuracy,ArSDM,5,0.6996874807090053,0.023455857319868833,0.67056318712792,0.7288117742900907
efficientnet_b0,balanced_accuracy,Controlnet,5,0.6856069438880121,0.016645016020486594,0.664939426745849,0.7062744610301752
efficientnet_b0,balanced_accuracy,DFMGAN,5,0.6748487444471283,0.023625259721656237,0.6455141100025342,0.7041833788917223
efficientnet_b0,balanced_accuracy,Derm-T2IM,5,0.6986247003724448,0.012116186410716481,0.6835804679107325,0.7136689328341572
efficientnet_b0,balanced_accuracy,DreamBooth,5,0.6702780668693714,0.005001316780999467,0.664068111878792,0.6764880218599508
efficientnet_b0,balanced_accuracy,LesionGen,5,0.7039032868471289,0.029310868628879532,0.6675090365145689,0.7402975371796888
efficientnet_b0,balanced_accuracy,Siamese,5,0.6946181470619064,0.02295008495714517,0.6661218528149014,0.7231144413089113
efficientnet_b0,balanced_accuracy,T2I-Adapter,5,0.6946563430585495,0.011354842630979911,0.6805574437583924,0.7087552423587066
efficientnet_b0,balanced_accuracy,baseline,5,0.629199972504075,0.01811617111530342,0.6067057750449038,0.6516941699632463
efficientnet_b0,balanced_accuracy,flow,5,0.7230673106043813,0.011545481764497524,0.7087317015554867,0.737402919653276
efficientnet_b0,macro_auc_ovr,ArSDM,5,0.9728527052142608,0.001601936829894015,0.9708636379251847,0.9748417725033369
efficientnet_b0,macro_auc_ovr,Controlnet,5,0.9699899208315484,0.0018887314813265286,0.9676447509489112,0.9723350907141857
efficientnet_b0,macro_auc_ovr,DFMGAN,5,0.9708699864665024,0.0017732005546251357,0.9686682671762293,0.9730717057567754
efficientnet_b0,macro_auc_ovr,Derm-T2IM,5,0.9698274778627116,0.0012578326685724962,0.9682656723223806,0.9713892834030426
efficientnet_b0,macro_auc_ovr,DreamBooth,5,0.9696307446278457,0.0016982285327964953,0.9675221153979499,0.9717393738577416
efficientnet_b0,macro_auc_ovr,LesionGen,5,0.973540356538944,0.0005841107241114884,0.9728150872818501,0.9742656257960379
efficientnet_b0,macro_auc_ovr,Siamese,5,0.9719353632789275,0.001120924443081017,0.9705435517532471,0.9733271748046078
efficientnet_b0,macro_auc_ovr,T2I-Adapter,5,0.9699262416398483,0.0025058404499721434,0.9668148297678751,0.9730376535118215
efficientnet_b0,macro_auc_ovr,baseline,5,0.9681577389362308,0.0020777067352276903,0.9655779252842731,0.9707375525881885
efficientnet_b0,macro_auc_ovr,flow,5,0.9698432160588363,0.002042363044166436,0.967307287395633,0.9723791447220396
efficientnet_b0,macro_f1,ArSDM,5,0.7158824414166829,0.02071485718901291,0.6901615490171531,0.7416033338162127
efficientnet_b0,macro_f1,Controlnet,5,0.7043730593364674,0.017214600095269983,0.6829983101546956,0.7257478085182393
efficientnet_b0,macro_f1,DFMGAN,5,0.6979132224946982,0.019495409813407256,0.6737064739991621,0.7221199709902344
efficientnet_b0,macro_f1,Derm-T2IM,5,0.7230198639486403,0.009759854720159384,0.7109014037149193,0.7351383241823612
efficientnet_b0,macro_f1,DreamBooth,5,0.7091112299709538,0.005333658244390929,0.7024886185501709,0.7157338413917367
efficientnet_b0,macro_f1,LesionGen,5,0.7221044471980238,0.02796097346423636,0.6873863130927507,0.7568225813032969
efficientnet_b0,macro_f1,Siamese,5,0.7149784980150837,0.01832978312242885,0.6922190662170808,0.7377379298130866
efficientnet_b0,macro_f1,T2I-Adapter,5,0.71276434255154,0.00788160424987212,0.702978038306384,0.722550646796696
efficientnet_b0,macro_f1,baseline,5,0.6478678018431707,0.02350163528794241,0.6186866674072174,0.677048936279124
efficientnet_b0,macro_f1,flow,5,0.7419291156762714,0.0075357542187825316,0.7325722409634969,0.7512859903890459
efficientnet_b0,macro_precision,ArSDM,5,0.7605938719793537,0.018088533094830737,0.738133991655185,0.7830537523035224
efficientnet_b0,macro_precision,Controlnet,5,0.7492422095525277,0.015235230015238665,0.7303251729382525,0.768159246166803
efficientnet_b0,macro_precision,DFMGAN,5,0.7561412226722253,0.011082025380446642,0.7423810707301443,0.7699013746143063
efficientnet_b0,macro_precision,Derm-T2IM,5,0.7708159497134381,0.004405525156802433,0.7653457677330555,0.7762861316938208
efficientnet_b0,macro_precision,DreamBooth,5,0.7702983967702636,0.013543167973859044,0.7534823326754966,0.7871144608650306
efficientnet_b0,macro_precision,LesionGen,5,0.7621122702176051,0.026793866759809788,0.7288432904892806,0.7953812499459295
efficientnet_b0,macro_precision,Siamese,5,0.7621235101797096,0.011125583703890971,0.7483092734355856,0.7759377469238335
efficientnet_b0,macro_precision,T2I-Adapter,5,0.7523442259623677,0.008580493858759098,0.7416901356511381,0.7629983162735974
efficientnet_b0,macro_precision,baseline,5,0.7042447925979648,0.05114624532114535,0.6407383411394008,0.7677512440565288
efficientnet_b0,macro_precision,flow,5,0.780989079493791,0.016434301860481268,0.7605831985380183,0.8013949604495638
efficientnet_b0,macro_recall,ArSDM,5,0.6996874807090053,0.023455857319868833,0.67056318712792,0.7288117742900907
efficientnet_b0,macro_recall,Controlnet,5,0.6856069438880121,0.016645016020486594,0.664939426745849,0.7062744610301752
efficientnet_b0,macro_recall,DFMGAN,5,0.6748487444471283,0.023625259721656237,0.6455141100025342,0.7041833788917223
