model,metric,group_1,group_2,n,mean_difference,cohen_dz,p_raw,p_wilcoxon,p_holm
segformer,mDice,ArSDM,Controlnet,5,0.0011141313420427901,0.31430129065743434,0.5209293252255108,0.625,1.0
segformer,mDice,ArSDM,DFMGAN,5,0.010917043269097393,2.813224230462864,0.0032625175272758605,0.0625,0.07177538560006894
segformer,mDice,ArSDM,Siamese,5,0.0013774316984932699,0.5095789006810657,0.318116859478955,0.4375,1.0
segformer,mDice,ArSDM,T2I-Adapter,5,-0.0006019780924032103,-0.1654082385938875,0.7302339012537747,1.0,1.0
segformer,mDice,ArSDM,flow,5,-0.0019285837968031848,-0.4759513432169785,0.3471910463041947,0.625,1.0
segformer,mDice,ArSDM,flow_yuan,5,0.00018066420302640385,0.05453297719286438,0.9088276195566376,0.625,1.0
segformer,mDice,Controlnet,DFMGAN,5,0.009802911927054602,5.03762936178935,0.00035385593076953776,0.0625,0.008846398269238444
segformer,mDice,Controlnet,Siamese,5,0.00026330035645047987,0.13173955004954732,0.7829712854710347,0.8125,1.0
segformer,mDice,Controlnet,T2I-Adapter,5,-0.0017161094344460004,-2.1245940028615786,0.008966042496919966,0.0625,0.1882868924353193
segformer,mDice,Controlnet,flow,5,-0.003042715138845975,-1.859308976860485,0.014173375033581584,0.0625,0.2834675006716317
segformer,mDice,Controlnet,flow_yuan,5,-0.0009334671390163862,-0.47140480721994266,0.3513007426929397,0.3125,1.0
segformer,mDice,DFMGAN,Siamese,5,-0.009539611570604123,-2.865296486679029,0.0030485881286445786,0.0625,0.07011752695882531
segformer,mDice,DFMGAN,T2I-Adapter,5,-0.011519021361500603,-5.64607871932473,0.0002266071952999634,0.0625,0.006118394273099012
segformer,mDice,DFMGAN,flow,5,-0.012845627065900578,-13.26773486458251,7.686732185252173e-06,0.0625,0.00021522850118706085
segformer,mDice,DFMGAN,flow_yuan,5,-0.01073637906607099,-4.5550416589753455,0.0005234029757252523,0.0625,0.012561671417406054
segformer,mDice,Siamese,T2I-Adapter,5,-0.0019794097908964804,-1.150830172872004,0.06176071253402448,0.125,1.0
segformer,mDice,Siamese,flow,5,-0.0033060154952964547,-1.1462980851891769,0.062426204541417424,0.125,1.0
segformer,mDice,Siamese,flow_yuan,5,-0.0011967674954668662,-0.677550410129106,0.2043348371453801,0.3125,1.0
segformer,mDice,T2I-Adapter,flow,5,-0.0013266057043999746,-0.9510567347897376,0.10058882357644663,0.1875,1.0
segformer,mDice,T2I-Adapter,flow_yuan,5,0.0007826422954296142,0.5863553651291509,0.260014574946823,0.3125,1.0
segformer,mDice,flow,flow_yuan,5,0.0021092479998295888,1.2577552014201703,0.048197812941917224,0.125,0.86756063295451
segformer,mIoU,ArSDM,Controlnet,5,0.0024036165360327823,0.41344236260162726,0.40755675913133177,0.4375,1.0
segformer,mIoU,ArSDM,DFMGAN,5,0.018780046373933202,3.0207282510183506,0.0025051113318426154,0.0625,0.05511244930053754
segformer,mIoU,ArSDM,Siamese,5,0.003074238886247249,0.6836376642069651,0.2010763992870852,0.1875,1.0
segformer,mIoU,ArSDM,T2I-Adapter,5,-0.0007733790548174246,-0.13127354145569178,0.7837121169016037,1.0,1.0
segformer,mIoU,ArSDM,flow,5,-0.002499052170630578,-0.37374968492715516,0.4503215941939265,0.625,1.0
segformer,mIoU,ArSDM,flow_yuan,5,0.0004118614025287348,0.07783573243658179,0.8702827922833479,0.625,1.0
segformer,mIoU,Controlnet,DFMGAN,5,0.01637642983790042,4.73263001068945,0.0004512113507732366,0.0625,0.011280283769330915
segformer,mIoU,Controlnet,Siamese,5,0.0006706223502144671,0.214752143757969,0.6561650082266977,0.625,1.0
segformer,mIoU,Controlnet,T2I-Adapter,5,-0.0031769955908502066,-3.121865102835968,0.002214922361567819,0.0625,0.05094321431605983
segformer,mIoU,Controlnet,flow,5,-0.00490266870666336,-1.7401849665891103,0.017673054606625282,0.0625,0.35346109213250565
